ethnicLabel,Freebase
Radimichs,/m/03sck9
Majang people,/m/03bzynv
White Tai,/m/03cszjj
Chaga people,/m/03t_qt
Mohave people,/m/0fx97
Oenotrians,/m/08w8t7
Roma in Romania,/m/0118vsbn
Kuranko people,/m/02rfrbs
Koreans in Mexico,/m/02vpl_g
Bulgarians in Hungary,/m/02pjxc1
Caraceni,/m/0ghcck
Kayan people,/m/04pbr8
Brong people,/m/08n5wr
Mongo people,/m/02z11nn
Spanish immigration to Mexico,/m/042199j
Guachichil,/m/0ct22x
Kpelle people,/m/0bgc0p
Kulin people,/m/03290d
Hernici,/m/014wq3
Meitei people,/m/02xq7w
Massachusett people,/m/04frp6
Sinhalese,/m/078ds
Rutul people,/m/0763p8
Wenatchi,/m/02q7fj7
Syriac-Aramean diaspora,/m/0b57vt
Shinasha people,/m/03m5zcq
Swazi people,/m/02s3_d
Bosniaks,/m/013s2p
Samoyedic peoples,/m/05tjw6
Snohomish tribe,/m/04msn4
Paeligni,/m/0150qf
Finns in Switzerland,/m/0bs5zv_
Padaung people,/m/02qw_46
Hungarians in Serbia,/m/0_v69t9
Hungarian Americans,/m/08hpk0
Yagua people,/m/074wq1
Murrinh-Patha people,/m/080fms
Mississaugas,/m/01wftd
Ukrainians in Poland,/m/02vv1jf
Finno-Ugric peoples,/m/06zf2k
Papel people,/m/0n8_ssp
Parisi,/m/0283_dy
Welayta people,/m/0g29nn
Irob people,/m/02pc2b_
Miami people,/m/0pskz
Wiradjuri,/m/0j6wj
Gadabuursi,/m/09rjtx
Klallam,/m/01ty1g
Quimbaya civilization,/m/02xbc29
Finnish Brazilian,/m/047fz04
Slovaks in Serbia,/m/0_v5zm_
Slovene American,/m/04_tz7
Slovene Australians,/m/03c2lzt
Slovene Canadians,/m/06fcrz
Slovene Argentines,/m/011bpfsg
Smith River Rancheria,/m/0j_40d3
Snake Indians,/m/09rv5zy
Soboba Reservation,/m/07s5wll
Solluba,/m/0nd31g_
Somali Australian,/m/0g9v0fj
Somalis in India,/m/0glpsfn
Somalis in Kenya,/m/0gmdqg_
Somalis in South Africa,/m/0p3pnyg
Somalis in Sweden,/m/0nd3s6b
somalis in the United Kingdom,/m/0g5054
Somena,/m/045t7r
Soni,/m/0bwlf9m
Sotho–Tswana peoples,/m/0bt551
South African American,/m/04lhn7b
South African Australian,/m/047by1w
South Africans in the United Arab Emirates,/m/0b__pw3
South Africans in the United Kingdom,/m/03chzvz
South Asian Canadians,/m/0bs56w1
South Asians in Hong Kong,/m/07myf8
South Sea Islander,/m/06myqt
Spanish immigration to France,/m/0p3r31z
Spaniards in the United Kingdom,/m/02qx9w6
Spanish Australian,/m/03qnnwg
Spanish Chilean,/m/04dz737
Spanish Colombian,/m/0lq90h3
Spanish immigration to Equatorial Guinea,/m/03gt20h
Spanish immigration to Peru,/m/041794d
Spanish immigration to Cuba,/m/0b6hz0f
Spanish immigration to Puerto Rico,/m/064m_vg
Spanish people of Filipino ancestry,/m/03cmqbt
Squamish Nation,/m/0gqqyt
Squiala First Nation,/m/080jwvp
Sri Lanka Kaffirs,/m/0b02bg
Sri Lankan Americans,/m/0d8qls
Sri Lankan Canadians,/m/0268rgr
Sri Lankan Australian,/m/0971rw
Sri Lankan Chetty,/m/0btz8z
Sri Lankan New Zealander,/m/0bmcpbr
Sri Lankan Tamils in India,/m/09gmjgf
Sri Lankans in Bermuda,/m/0drxrtd
Sri Lankans in India,/m/09gb8wp
Sri Lankans in Italy,/m/0gy06vs
Sri Lankans in Singapore,/m/0h1gb1n
Sthanika Brahmins,/m/02x6yn4
Stikine people,/m/0g9tzvf
Strandloper peoples,/m/0ch11qg
Sts'Ailes people,/m/03cjyg0
Subanon people,/m/0hn81_l
Subiya people,/m/07kcv0v
Subu people,/m/070jk2
Sudanese American,/m/04yhgkl
Sudanese Australians,/m/0b8yvr
Sudanese in the United Kingdom,/m/0ch36rv
Sukte people,/m/05c3m6_
Sumas First Nation,/m/080k24p
Sungor people,/m/0d1kl8
Sunni Bohra,/m/0269t03
Cham Albanians,/m/01syhf
Surigaonon people,/m/09cc5m
Swagap people,/m/03hp85p
Swaroopathil Nair,/m/07s70k3
Swedes with Chilean background,/m/05c32hp
Swedish Argentines,/m/01198zf7
Swedish Greeks,/m/03cr527
Swedish Indians,/m/0j62176
Swedish Iranians,/m/0drwns_
Swedish Iraqis,/m/02x3z9m
Swedish Italians,/m/0nd37dw
Swedish Serbs,/m/04f3lj9
Swedish Spaniards,/m/0nd3p31
Swiss Argentine,/m/09gkgwx
Swiss Brazilian,/m/047dghg
Syro-Lebanese in Egypt,/m/0pb6ffz
Tacho people,/m/0d1km9
Tacuate people,/m/0cm808t
Tagale people,/m/0d1knp
Tagbu people,/m/0d1krv
Tai Bueng,/m/03cszdr
Tai Daeng people,/m/03cszm8
Tairora people,/m/04_pnd
Taishanese people,/m/0bryj0b
Taiwanese Australian,/m/0463tt2
Taiwanese Canadians,/m/025_nn0
Taiwanese expatriates in Vietnam,/m/03mh4dl
Tai–Kadai-speaking peoples,/m/0gyt6mp
Tajiks in Pakistan,/m/05p2y_0
Taku River Tlingit First Nation,/m/08064k3
Tallapoosas,/m/0kbf83n
"Tallheo, British Columbia",/m/0464g8f
Talodi people,/m/0d1kwb
Tambanuo people,/m/07flsy
Tamil Americans,/m/0b__fv3
Tamil Brahmin,/m/0cmdl5l
Tamil Australian,/m/0bs1db0
Tamil Indonesians,/m/0hr0kd7
Sheekhaal,/m/02q_vdr
Beta Abraham,/m/026q60b
Bete people,/m/0j9q87n
Bhaca people,/m/02z118z
Bhadala,/m/04n4vsy
Bhale Sultan Khanzada,/m/0g579l_
Bhamra,/m/09k7p5v
Bhangar,/m/09gn51k
Bhangu,/m/0bsb45
Bhar,/m/0809n5g
Bharatha People,/m/0btzcc
Bharbhunja,/m/0dgr4ms
Bharbhunja,/m/0dsdvl_
Bhatiara,/m/080jjv1
Bhatra Sikhs,/m/0cnpcw
Bhatt Prabhu,/m/03ydct_
Bhatti Khanzada,/m/0c03dgs
Bhishti,/m/08hbl3
Bhotha Mhuintir Uí Fhialáin,/m/05pch75
Bhuee clan,/m/0ch2jq9
Bhuiyar,/m/0g9zpj9
Bhumihar Brahman,/m/050q_s
Bhunjia people,/m/04mxct4
Bhurgri,/m/0ch7rn
Bhurtiya,/m/0g5b52r
Bhutto (clan),/m/011b1j6z
Biate people,/m/0ddb_17
Bidai,/m/0bh767_
Bidhawal,/m/0fvdf8
Big Pine Paiute Tribe of the Owens Valley,/m/05n01cv
Bihari Mauritians,/m/05mz09v
Bijarani Buledi,/m/04n38cv
Bilibil people,/m/04lc52
Billava,/m/0cqbqw
Bin Yaroof,/m/05pcp3k
Bind tribe,/m/080f0sx
Binga people,/m/06zq648
Bisati,/m/07s6zt3
Bishop Paiute Tribe,/m/09gmzhv
Sino-Seychellois,/m/0fb4m8
Afro-Grenadian,/m/0bbx8sp
Black Hispanic and Latino Americans,/m/03hjx6f
Black Magyars,/m/03h3xzb
Black Nova Scotians,/m/02prygq
Black Scottish people,/m/0118mkvp
Tai Aiton people,/m/0gyrgk3
Malaysian Siamese,/m/02rm__x
Boholano people,/m/026wq62
Bois Forte Band of Chippewa,/m/0bmd6_n
Bokota people,/m/0bnxfn
Bolivians in the United Kingdom,/m/04gg61n
Bolivians in Brazil,/m/053xtqt
Bosniaks in Slovenia,/m/0hnf4yc
Bosniaks of Croatia,/m/0h3w730
Bosniaks of Montenegro,/m/02715x4
Bosniaks in Kosovo,/m/0h7q3wy
Bosnian Canadians,/m/0hndlcj
Bosnian Australian,/m/026zdx2
Boto people,/m/0ngtc61
Boungome people,/m/02vymg
Brahacharanam,/m/04g2f5l
Brass Ankles,/m/05mtz63
Brazilian Americans,/m/02p7gyv
Brazilian Australians,/m/06616l3
Brazilian Canadians,/m/04gqzwh
Brazilians in Angola,/m/0gty5dd
Brazilians in Bolivia,/m/0k0vy1h
Brazilians in Guyana,/m/0hnd7vk
Brazilians in India,/m/0ds5nnf
Brazilians in Nigeria,/m/0jwx9mm
Brazilians in Portugal,/m/0gk_6dp
Brazilians in South Korea,/m/0j_6zjt
Brazilians in the Philippines,/m/0gx0wgj
Brazilians in Japan,/m/0661qmm
Brazilians in the United Kingdom,/m/03cfqmy
Brazilians of Spanish descent,/m/062_1t
Taung tribe,/m/01zyh4
Nindi people,/m/0gcykr
Burunge people,/m/0gf31z
British Americans,/m/03vv99
British Arabs,/m/03c5163
British Armenians,/m/02pqf37
British Chilean,/m/04f7d05
British Cypriots,/m/03qlhg0
British Indo Caribbean people,/m/05f85h3
British Iraqis,/m/02z9g74
British Jamaican,/m/02r3wfk
British Moroccans,/m/04jfm8l
British Peruvian,/m/03d9dyk
British Sri Lankans,/m/0118k6fz
Britons in Pakistan,/m/080nn91
Britons in Turkey,/m/0g54b3k
Brothertown Indians,/m/0b6m3l
Bruneian Malays,/m/076tk0q
Buena Vista Rancheria of Me-Wuk Indians of California,/m/0j_5_kv
Bukitan people,/m/08_1zz
Warlpiri people,/m/03yb6l
Indigenous peoples of the Caribbean,/m/08qnh6
Bulgarian Americans,/m/08ygvg
Bulgarian Australians,/m/05c2fsc
Khyang people,/m/09ghj_w
Kichepo people,/m/0cv25g
Kickapoo Tribe of Oklahoma,/m/05m_z82
Kimr people,/m/0cvpx7
Kineenawi people,/m/0cwbxj
Kirar Thakur,/m/0g551w4
Kirat Yakthung Chumlung,/m/047cvhr
Kiriri people,/m/026gzyy
Kisan,/m/0g5q9tp
Kisan tribe,/m/02r2_zl
Kisankasa people,/m/0gdrtd
Basseri,/m/0fdw7x
Kodaku people,/m/0287d5f
Kofyar people,/m/065wkq
Anil.       Kohli,/m/09k6gcj
Kola people,/m/0gy1x2r
Kole people,/m/0dml8v
Kom people,/m/06vzmx
Kom people,/m/064q609
Koma in Adamawa,/m/0jwy96j
Komarpant,/m/07kfkw7
Konar,/m/027dxks
Kongsat,/m/03csw0b
Kongu Vellalar,/m/04lhkrk
Koore people,/m/09g87dz
Kora people,/m/0k8nh3n
Koraga people,/m/0hzqb4c
Korean Brazilian,/m/047g3jh
Koreans in Cuba,/m/0h647jt
Korean New Zealander,/m/03nxmzx
Korean immigration to Hawaii,/m/01172lw2
Koreans in Africa,/m/02r28_g
Koreans in Argentina,/m/02w7psc
Koreans in Chile,/m/04g2q9f
Koreans in Guatemala,/m/04g2df2
Koreans in India,/m/05zlcgq
Koreans in Indonesia,/m/01181pm9
Koreans in Iran,/m/02qrc_h
Koreans in Micronesia,/m/03qhqz7
Koreans in Mongolia,/m/05b__yh
Koreans in Nepal,/m/0gtxgb2
Koreans in Paraguay,/m/04gqngx
Koreans in Peru,/m/02w7pw3
Koreans in South Africa,/m/05_5_dl
Koreans in Spain,/m/04yc7r3
Koreans in Sri Lanka,/m/0ds8fwx
Koreans in Thailand,/m/0j7jf64
Koreans in Uruguay,/m/04gr53c
Koreans in the Arab world,/m/02qrs4h
Koreans in the Czech Republic,/m/09rsldj
Koreans in the Netherlands,/m/05myt1t
Korwa people,/m/02r7d7r
Kosovan migration to the United Kingdom,/m/0121rd_w
Kota Brahmins,/m/06t508
Kotwar,/m/0g54hl8
Koya,/m/0_x6l3l
Kresh people,/m/0cwz84
Krio Dayak people,/m/0b7mb3
Kucong,/m/05b5ys3
Kudaldeshkar Gaud Brahman,/m/065yxfb
Kuki people,/m/09036b
Kuku Yalanji people,/m/0f3frl
Kula people,/m/064nbly
Kulhaiya,/m/0cm8fkb
Kulin Kayastha,/m/0hgp_nn
Kulobi people,/m/03wgxsl
Kulung,/m/0pb6f4g
Kumbo tribe,/m/05b2g_7
Kunara,/m/0bhc7lj
Kundi,/m/08f68g
Kurdish American,/m/02vw67_
Kurds in Japan,/m/01195jsh
Kurds in Jordan,/m/0p8z_sn
Kurds in Kazakhstan,/m/0nhgt0g
Kurds in Turkmenistan,/m/0n_b9hl
Kurds in the United Kingdom,/m/047bckj
Kurichiya,/m/05ld1y
Kurtey people,/m/05szj0l
Kushwaha,/m/03y1vb8
Canadian immigration to Mexico,/m/01261nz1
Kutch Gurjar Kashtriya,/m/09ggp3b
Kuteb people,/m/0dlk7zb
Kutu people,/m/0gdr94
Kwaio people,/m/02qdcf1
Kwasio people,/m/09gjrh3
Kwavi people,/m/0gdn26
Kwijau,/m/07fln0
Kwisi people,/m/0gxzjp3
Kyrgyz in Pakistan,/m/0dsdr_2
Kanjar,/m/04grv3x
La Pointe Band of Lake Superior Chippewa,/m/02vyq4n
La Posta Reservation,/m/0c3vkvf
Lac Courte Oreilles Band of Lake Superior Chippewa Indians,/m/06wwfm
Lache people,/m/0f_cl2
Lachy Sądeckie,/m/09gpdm6
Lafofa people,/m/0cwzyf
Lahawin people,/m/0cw_0j
Lai people,/m/04d_07x
Lakhera,/m/0ds3__d
Lalkhani,/m/0c02n9r
Molise Croats,/m/02m848
Lobi people,/m/036y0m
Trekboer,/m/02zcnc
Apurinã people,/m/03gq8k1
Sino-Mauritian,/m/06c83b
Konso people,/m/05c06_3
Cofán people,/m/07sxcs
indigenous peoples of the Northwest Plateau,/m/05tg_b
Tidung,/m/0ds12b4
Chodové,/m/03byg3x
Waxhaw tribe,/m/03c3xh4
Sara people,/m/07f7h7
Ubykh people,/m/041g5p
Piankeshaw,/m/08fm7n
Yuchi people,/m/05nnn7
Poles in Lithuania,/m/011859hd
Italian Americans,/m/0xnvg
Lugbara people,/m/09fc3v
Yuracaré people,/m/07m78y
Xavante,/m/03nn_c
Chulyms,/m/05d7vb
Argyn,/m/03m9vv7
Eravisci,/m/079hzq
Bru people,/m/03bzs11
Bruttii,/m/040xw9
White Croats,/m/07t8f3
Sri Lankan Moors,/m/0466qxd
Bugis people,/m/02tp3p
Chinese Singaporeans,/m/04_hr_
Sherbro people,/m/02pbfny
Bumiputera,/m/0qnh5
Indo Fijians,/m/028bjt
Bunurong people,/m/05y7r6
Burun people,/m/0cjbkj
Buzhans,/m/052vhj
Bwa people,/m/04g0f2q
Bété people,/m/04gmr_k
Pa Then people,/m/03cbjnc
Chindian,/m/0274qz_
caboclo,/m/0b_tf0
Caipira,/m/090jx0
Kaqchikel people,/m/03ywzz
Kayapo people,/m/07ndjy
Terena people,/m/03d8b2r
Danezaa people,/m/05dz9h
Phunoi people,/m/09k4cbp
Camunni,/m/027ws6b
Hercuniates,/m/07s6b4_
Hirpini,/m/08yyxw
Heishui Mohe,/m/02qccpx
Arab Argentine,/m/04gkffb
Spanish American,/m/042gtr
Polynesians,/m/05h5mkp
Xibe people,/m/018k74
Wampanoag people,/m/022pg3
Laha people,/m/03cdwzg
Jino people,/m/01wx0p
Meskhetian Turks,/m/02f86y
Italian Argentines,/m/03qch37
Don Cossacks,/m/02llz1
Chachi people,/m/0w32xsf
Dutch Americans,/m/07mqps
Chagossians,/m/0363_3
Oroqen people,/m/01wx2x
Chakma people,/m/053zwr
Afro-Russian,/m/0b762kv
Chamba people,/m/04zw5y9
Chamorro people,/m/041j3z
Camus people,/m/067kdr
Serbs in Romania,/m/0118ljqg
Italian Brazilians,/m/062_25
Potawatomi,/m/01zc4_
Chinese community in India,/m/0h5cbz
Chelan people,/m/03c9frr
Chewa people,/m/09cx98
Russians in Finland,/m/0117gpv3
Chichimeca,/m/04k3l_
Chickahominy people,/m/099kdy
Ta Oi people,/m/09cm1b
Chokwe people,/m/07yf46
Tigre people,/m/0c7vnx
Cholo,/m/01r49c
Chono people,/m/02vzgm_
Chortis,/m/026zx72
Chowanoke,/m/03cgmk3
Siberian Bukharans,/m/04g1xy0
Khang people,/m/03cdwl4
Phù Lá people,/m/03cflsm
Dariganga Mongols,/m/064ptsr
Amba people,/m/07k68bs
Kaskaskia,/m/0279bm
O Du people,/m/013zy3
Arabs in Bulgaria,/m/051x6yk
Macuna people,/m/03h3lq4
Sahaptin peoples,/m/0d7y5t
Guató people,/m/07fmc3
Karitiana people,/m/02rw2gp
Jamamadi,/m/03gq5sy
Vezo people,/m/03cqgv6
Tenharim,/m/03d961x
Tamil Jain,/m/030_zj
Tamil South Africans,/m/03d1q1p
Tampuan people,/m/0c3l_1
Tangkhul Naga,/m/09fn8y
Tanzanians in the United Kingdom,/m/0119c0jj
Tarar,/m/0dttq3
Tareen,/m/047tsh
Tarkhan,/m/09wq1_
Tarok people,/m/0b8y84
Tat people,/m/0jt0fkm
Tau Taa Wana,/m/0cmdmt4
Taveta people,/m/09w0rj
Tawakoni,/m/0fw6r_
Tboli people,/m/03fnx2
Te-Moak Tribe of Western Shoshone Indians of Nevada,/m/09k5gdn
Tea-garden community,/m/012hyrnb
Texcuexes,/m/0fz03v
Teleboans,/m/0j_4xm1
Telefol people,/m/05zxp7l
Eurasian Singaporeans,/m/04s9_v
Telugu Brahmins,/m/0828vj
Telugu Christian,/m/0b7571z
Temein people,/m/0d1l2d
Tennet people,/m/0d1l43
Teushen,/m/05xvp1
Thaayorre people,/m/09rxgqp
Thadou,/m/0kbj87t
Thai Australian,/m/02q6qv8
Thai Canadians,/m/09rsqy1
Thais in Hong Kong,/m/02607t8
Thai Britons,/m/0479nd1
Thakurai,/m/0bxz115
Tharawal,/m/0gvr1m
Thathera,/m/07k8q44
Thaua people,/m/0479xtk
Thigala,/m/09jvfv
Thlopthlocco Tribal Town,/m/05b084l
Tiar,/m/0ch2vsn
Tibetan Americans,/m/096y6f
Tibetan Canadians,/m/080pzjz
Tiddim people,/m/05f6890
Timachi,/m/0bhchvr
Tima people,/m/0d26dw
Timoto–Cuica,/m/09gl7s6
Tinguian people,/m/0cc6c92
Tira people,/m/0d26pm
Tiriki tribe,/m/0c3xfws
Tirma people,/m/0d26rb
Tjimba people,/m/0gy1c9f
Tockwogh tribe,/m/07k8ndp
Tompiro Indians,/m/0bwk2rw
Tongan American,/m/0j7kzsl
Tongan Australian,/m/0q3_k41
Tora people,/m/0j25gc_
Tornasi people,/m/0d26t1
Toromona people,/m/03nt8hp
Torres-Martinez Desert Cahuilla Indians,/m/0by1rj_
Toto people,/m/09ksfs
Trinidadian and Tobagonian American,/m/02w_zbw
Trinidadian and Tobagonian British,/m/047d4pm
Trinidadian and Tobagonian Canadians,/m/08xbs_
Tsembaga Maring tribe,/m/02qs5rb
Tshi,/m/0bfygh
Tubular people,/m/04fzzzb
Tukabatchee,/m/0263dyj
Tukam people,/m/0d26v2
Tule River Indian Tribe of the Tule River Reservation,/m/06zk5k7
Tulishi people,/m/0d26z6
Tumbwe people,/m/0hr64sv
Tumma people,/m/0d2sd6
Tunisian Americans,/m/0fqqck_
Tuolumne Band of Me-Wuk Indians,/m/0jzzvsv
Vietnamese people in France,/m/05t0jmn
Turahiya,/m/0g5rjr4
Turks,/m/0c3xxlx
Turk Jamat,/m/0bh8mcw
Turkish Canadians,/m/03h4y6w
Turkish community of London,/m/0bmcby5
Turks in Abkhazia,/m/0j64_gb
Turks in Afghanistan,/m/09gh2_j
Turks in Algeria,/m/0j42vzx
Turks in Azerbaijan,/m/03d65gp
Turks in Bosnia and Herzegovina,/m/07s3qrs
Turks in Denmark,/m/047bzn1
Turks in Egypt,/m/05f43_0
Turks in Hungary,/m/05h3xky
Turks in Israel,/m/080704f
Turks in Italy,/m/04yggfw
Turks in Jordan,/m/080bgvv
Turks in Kazakhstan,/m/0809cj8
Turks in Kuwait,/m/080fxmn
Turks in Kyrgyzstan,/m/0808fdg
Turks in Lebanon,/m/09gp1xw
Turks in Libya,/m/080hwc2
Turks in Moldova,/m/09g6lkb
Turks in New Zealand,/m/05c46jv
Turks in Montenegro,/m/09gkqzf
Turks in Norway,/m/04qb0m2
Turks in Pakistan,/m/0bhbfbv
Turks in Poland,/m/06w67jq
Mukkulathor,/m/0czjs3
Makwe people,/m/0gc_my
Togutil people,/m/011q027_
Turung people,/m/0gyrtlj
Malaysian Malays,/m/02854cw
Waray people,/m/09bvfm
Ibaloi,/m/031l7_
Agua Dulce people,/m/07k57bt
Valentini,/m/02853bv
Chimariko,/m/025st7p
indigenous peoples of Costa Rica,/m/0jt62x9
Asti,/m/03wch0j
Dentheletae,/m/03wch49
Bohemians,/m/0136_gmp
Cebuano people,/m/09ccmz
Wonnarua,/m/0444b6
Asturian people,/m/02q386h
Castilians,/m/02pzb09
Zayanes,/m/09g6s_l
Æsaronenses,/m/02852zt
Ebrié,/m/027qxfp
Agalassoi,/m/04f_f79
Cholanaikkan,/m/0b972l
Labbay,/m/0279wy_
Agrawal,/m/07n8wy
Pashayi people,/m/06vp8d
Akwen,/m/0j3ctw5
Alak people,/m/04n4tdj
Araweté people,/m/0hn861p
Keliko people,/m/0djdhq
Rufiji people,/m/0gcmzs
Mwera people,/m/0gczpt
Auaké people,/m/0260f5_
Asian Brazilians,/m/09gp1p
Roma in Bulgaria,/m/027jb06
Gallipoli Serbs,/m/0h3tx9f
Zuwayya,/m/0gg6vd2
Firjan,/m/0gky_y4
Atikum people,/m/0t_fm1b
Kumauni people,/m/05zw0pc
Khas people,/m/025r_4p
Lovedu people,/m/06nhxt
Nepali Indian,/m/04jq32s
Kapu,/m/0c6yjw
Basay people,/m/068ldb
Bit people,/m/04n1jjd
Bodo-Kachari people,/m/0ddgbd
Brau people,/m/03cfm27
Javakhians,/m/0pdd0lm
Campanians,/m/0crh02y
Kamëntsá,/m/0_h1q4j
Krobyzoi,/m/07s5gzn
Mundu people,/m/0c_qph
Astrakhan Tatars,/m/0p8zg7y
Bulgarians in Romania,/m/04gsd32
Beeliar people,/m/0969_t
Anatolian Bulgarians,/m/02qh1bj
Carijona,/m/0wxtmd6
Cashibo people,/m/0bgdfn
Casqui,/m/01ykft
Jalali,/m/0808tqb
Chimakum,/m/0cmc792
Shaqaqi,/m/0brzr0l
Chisca,/m/02q5n8w
Kurds of Khorasan,/m/09rsp90
Kurds of Central Anatolia,/m/0crd73y
Kurds in Georgia,/m/0hgnkz2
Kurds in Lebanon,/m/02w886z
Italian colonists in Albania,/m/05b35m4
Khosa,/m/07f8d0
Bugti,/m/052zwb
Harakmbut people,/m/09rxbbr
Sambal people,/m/09c0n0
Filipino Australians,/m/09y7x4
Esan people,/m/09h71d
Kreevins,/m/0bmg_b_
Favonae,/m/09hwzl
Baltic Finns,/m/04n3ncf
Kwagu'ł,/m/02r05c9
French Brazilian,/m/0464_s8
Cadigal,/m/0b6pgk
History of the Genoese in Gibraltar,/m/09rxf7z
Gie Trieng people,/m/03cdwcz
Domba,/m/05n1s8
Talpur,/m/09czpc
Andalusian people,/m/0br_l2
Irish Argentine,/m/011bn72r
Harti,/m/0dlp2q
Warsangali,/m/073zq7
Habar Gidir,/m/026_kjc
Lobetani,/m/06w4jh8
Oxybii,/m/080b80
Romanians in Italy,/m/0fkx4q
Filipino people of Spanish ancestry,/m/09chmw
Italians of Crimea,/m/0j63_ty
Italians in the United Kingdom,/m/0gf5k1
Italian Chilean,/m/04f6h_f
Italian Egyptians,/m/026pns1
Italian Eritreans,/m/04q8vhn
Italians of Ethiopia,/m/09gdc26
Bulgarian Canadians,/m/051wcch
Bulgarians in France,/m/07kd1kz
Bulgarians in Lithuania,/m/0j26p8r
Bulgarians in Italy,/m/07s3jmk
Bulgarians in Lebanon,/m/0j9lc6p
Bulgarians in Serbia,/m/02p72wp
Bulgarians in South America,/m/04jcf7k
Bulgarians in North Macedonia,/m/02qttd_
Bungandidj people,/m/0h66kc0
Buno people,/m/0ch28gg
Burarra,/m/0420js
Burmese Americans,/m/07g8yp
Burmese Gurkha,/m/0bbxwqt
Burmese community in India,/m/0h956c2
Burmese people in Japan,/m/0c01p84
Rohingya people in Pakistan,/m/09v656q
Burt Lake Band of Ottawa and Chippewa Indians,/m/0j7mjjz
Butuanon people,/m/09ccv5
Buyang people,/m/0fq22qx
Bwanabwana,/m/02hxnh7
Bwile people,/m/0hgml15
Cabazon Band of Mission Indians,/m/0bxzgbm
Cacaopera people,/m/0hndx50
Cahokia,/m/0cmcst0
California Valley Miwok Tribe,/m/0j_330g
Cambodian Americans,/m/04wy6k
Cambodian Canadians,/m/0ch3z14
Cambodian Hokkien,/m/0b6gfc2
Canadian Americans,/m/0g8_vp
Canadian Australian,/m/0gtwjz6
Canadians in China,/m/0j3g4ty
Canadians in India,/m/0gyw739
Canadians in Lebanon,/m/0j7n0sq
Canadians in Pakistan,/m/0h1f647
Canadians in Turkey,/m/0ds5wq7
Canadians in the United Kingdom,/m/03d19xz
American Canadians,/m/025v4mz
Danish Canadians,/m/0960kn
Laotian Canadians,/m/0809wr
German Canadians,/m/03sx6v
Spanish Canadians,/m/04j3hz
Welsh Canadians,/m/0g675d
Canarian people,/m/02qw7zg
Cantabrian people,/m/02x18sg
Cape Verdean American,/m/0117vls6
Cape Verdean Canadian,/m/03cfsml
Cape Verdean Guinea-Bissauan,/m/03ck8hk
Cape Verdean French,/m/03cj1rg
Cape Verdeans in Senegal,/m/03ck4r_
Capori,/m/0c3x3qy
Cappadocian Greeks,/m/0kbh98x
Caribbean Australian,/m/064n9xl
caribbean brazilian,/m/064n4hq
Malvani people,/m/064n0qb
Catalan American,/m/02q5xzf
Caxcan,/m/0ct2fp
Celegeri,/m/07s6wrm
Chaco people,/m/05j4dm
Chakhesang Naga,/m/027rpj6
Chakkala Nair,/m/09v3ssg
Chaptico,/m/05p0_30
Charca people,/m/04yhdnv
Chato people,/m/0ll312v
Chaush,/m/05zhyc
Che people,/m/0dw1bx
Chebo people,/m/0k9fh83
Cheetah caste,/m/0by0hkc
Cher-Ae Heights Indian Community of the Trinidad Rancheria,/m/0k28jnr
Chero,/m/0806rm_
Chestnut Ridge people,/m/0gl_vd
Chettiar,/m/032m0b
Chhaparband,/m/0ds9z2v
Chhaparband,/m/0drw61c
Chhimba Darzi,/m/080p7p1
Chhipa,/m/0bh7fys
Chho people,/m/07kbqkx
Chia,/m/04ctng5
Chicken Ranch Rancheria of Me-Wuk Indians of California,/m/0j_6k7j
Chicora tribe,/m/0bgl2r
Chik,/m/0cmbhc5
Chilean Australian,/m/02qgjlj
Chilean Canadians,/m/0qfrkp1
Chilean Brazilian,/m/047df6x
Chileans in the United Kingdom,/m/07s49c2
Chilula people,/m/07h1j7
Swedish Canadians,/m/06k6sl
Chinese Caribbean,/m/02z2mbj
Chinese Brazilian,/m/062lf4
Chinese Surinamese,/m/0g9wdfv
Chinese Trinidadians and Tobagonians,/m/02x79hf
Chinese Venezuelan,/m/0kb9vlg
Chinese in Palau,/m/080fp_k
Chinese in Samoa,/m/02x69hg
Chinese people in Algeria,/m/0k99jdj
Chinese people in Angola,/m/0h7q0b1
Chinese people in Bangladesh,/m/0gg86ft
Chinese people in Bulgaria,/m/0119t_6k
Chinese people in Botswana,/m/07k79l9
periodo en que llegaron a chile,/m/04glddc
Chinese people in Cameroon,/m/05sxx31
Lamaholot people,/m/0h3nsb_
Langha,/m/09v4074
Lango people,/m/07058k
Lanoh,/m/0hzn9jm
Lao Ti,/m/0hn8hlh
Laotian American,/m/01_xgn
Laotian Australian,/m/03m5_4t
Laotians in France,/m/0809yg
Larrakia people,/m/025zt8k
Las Vegas Tribe of Paiute Indians of the Las Vegas Indian Colony,/m/09k6bsb
Latin American Australians,/m/03d3xv9
Latin American migration to the United Kingdom,/m/07s9g04
Latundê people,/m/0j3gf4w
latvian brazilian,/m/0463jcn
Latvian Canadians,/m/0hzn8dl
Lawangan people,/m/09gct53
Lebanese Chileans,/m/0gmf4vm
Lebanese Colombian,/m/0glqtjr
Lebanese Greek,/m/0glr43y
Lebanese immigration to Jamaica,/m/0hnb50_
Lebanese migration to Paraguay,/m/04gsbt4
Lebanese people in Ivory Coast,/m/09v0q5f
Lebanese people in Senegal,/m/09v6t6z
Lebanese people in Sierra Leone,/m/02vvxb1
Lebanese people in the United Kingdom,/m/047q05d
Lemavi,/m/0c3zl44
Lemhi Shoshone,/m/0c40120
